"EmployeeID";"GivenName";"Surname";"DisplayName";"SourceCompany";"SourceDomain";"SourceUserPrincipalName";"TargetCompany";"TargetDomain";"SamAccountName";"UserPrincipalName";"Department";"Title";"TargetOU";"Groups";"Permissions";"ExpectedGPOs"
"MIG0079";"James";"Smith";"James Smith";"OnlyMAGS";"onlymags.local";"employee0079@onlymags.local";"Mags";"mags.local";"james.smith";"james.smith@mags.local";"IT";"Employee";"OU=IT,DC=mags,DC=local";"GG-IT";"";""
"MIG0080";"James";"Evans";"James Evans";"OnlyMAGS";"onlymags.local";"employee0080@onlymags.local";"Mags";"mags.local";"james.evans";"james.evans@mags.local";"IT";"Employee";"OU=IT,DC=mags,DC=local";"GG-IT|Users|Terminal Server License Servers";"Users are prevented from making accidental or intentional system-wide changes and can run most applications|Members of this group can update user accounts in Active Directory with information about license issuance, for the purpose of tracking and reporting TS Per User CAL usage";""
"MIG0081";"Michael";"Campbell";"Michael Campbell";"OnlyMAGS";"onlymags.local";"employee0081@onlymags.local";"Mags";"mags.local";"michael.campbell";"michael.campbell@mags.local";"IT";"Employee";"OU=IT,DC=mags,DC=local";"GG-IT";"";""
"MIG0082";"Benjamin";"Williams";"Benjamin Williams";"OnlyMAGS";"onlymags.local";"employee0082@onlymags.local";"Mags";"mags.local";"benjamin.williams";"benjamin.williams@mags.local";"IT";"Employee";"OU=IT,DC=mags,DC=local";"GG-IT|Terminal Server License Servers";"Members of this group can update user accounts in Active Directory with information about license issuance, for the purpose of tracking and reporting TS Per User CAL usage";""
"MIG0083";"Hannah";"Johnson";"Hannah Johnson";"OnlyMAGS";"onlymags.local";"employee0083@onlymags.local";"Mags";"mags.local";"hannah.johnson";"hannah.johnson@mags.local";"IT";"Employee";"OU=IT,DC=mags,DC=local";"GG-IT";"";""
"MIG0084";"Charlotte";"Moore";"Charlotte Moore";"OnlyMAGS";"onlymags.local";"employee0084@onlymags.local";"Mags";"mags.local";"charlotte.moore";"charlotte.moore@mags.local";"IT";"Employee";"OU=IT,DC=mags,DC=local";"GG-IT|Users|Terminal Server License Servers";"Users are prevented from making accidental or intentional system-wide changes and can run most applications|Members of this group can update user accounts in Active Directory with information about license issuance, for the purpose of tracking and reporting TS Per User CAL usage";""
"MIG0085";"Claire";"Allen";"Claire Allen";"OnlyMAGS";"onlymags.local";"employee0085@onlymags.local";"Mags";"mags.local";"claire.allen";"claire.allen@mags.local";"IT";"Employee";"OU=IT,DC=mags,DC=local";"GG-IT";"";""
"MIG0086";"Noah";"Thompson";"Noah Thompson";"OnlyMAGS";"onlymags.local";"employee0086@onlymags.local";"Mags";"mags.local";"noah.thompson";"noah.thompson@mags.local";"Salg";"Employee · Salg";"OU=Salg,DC=mags,DC=local";"GG-Salg";"";""
"MIG0087";"Lucas";"Robinson";"Lucas Robinson";"OnlyMAGS";"onlymags.local";"employee0087@onlymags.local";"Mags";"mags.local";"lucas.robinson";"lucas.robinson@mags.local";"Salg";"Employee · Salg";"OU=Salg,DC=mags,DC=local";"GG-Salg|Users";"Users are prevented from making accidental or intentional system-wide changes and can run most applications";""
"MIG0088";"Michael";"Mitchell";"Michael Mitchell";"OnlyMAGS";"onlymags.local";"employee0088@onlymags.local";"Mags";"mags.local";"michael.mitchell";"michael.mitchell@mags.local";"IT";"Employee";"OU=IT,DC=mags,DC=local";"GG-IT|Terminal Server License Servers|Users";"Members of this group can update user accounts in Active Directory with information about license issuance, for the purpose of tracking and reporting TS Per User CAL usage|Users are prevented from making accidental or intentional system-wide changes and can run most applications";""
"MIG0089";"Jessica";"Edwards";"Jessica Edwards";"OnlyMAGS";"onlymags.local";"employee0089@onlymags.local";"Mags";"mags.local";"jessica.edwards";"jessica.edwards@mags.local";"Salg";"Employee · Salg";"OU=Salg,DC=mags,DC=local";"GG-Salg";"";""
"MIG0090";"Sarah";"Jones";"Sarah Jones";"OnlyMAGS";"onlymags.local";"employee0090@onlymags.local";"Mags";"mags.local";"sarah.jones";"sarah.jones@mags.local";"IT";"Employee";"OU=IT,DC=mags,DC=local";"GG-IT|Terminal Server License Servers";"Members of this group can update user accounts in Active Directory with information about license issuance, for the purpose of tracking and reporting TS Per User CAL usage";""
"MIG0091";"Grace";"Parker";"Grace Parker";"OnlyMAGS";"onlymags.local";"employee0091@onlymags.local";"Mags";"mags.local";"grace.parker";"grace.parker@mags.local";"Salg";"Employee · Salg";"OU=Salg,DC=mags,DC=local";"GG-Salg|Users|Terminal Server License Servers";"Users are prevented from making accidental or intentional system-wide changes and can run most applications|Members of this group can update user accounts in Active Directory with information about license issuance, for the purpose of tracking and reporting TS Per User CAL usage";""
"MIG0092";"Ethan";"Walker";"Ethan Walker";"OnlyMAGS";"onlymags.local";"employee0092@onlymags.local";"Mags";"mags.local";"ethan.walker";"ethan.walker@mags.local";"IT";"Employee";"OU=IT,DC=mags,DC=local";"GG-IT";"";""
"MIG0093";"Victoria";"Allen";"Victoria Allen";"OnlyMAGS";"onlymags.local";"employee0093@onlymags.local";"Mags";"mags.local";"victoria.allen";"victoria.allen@mags.local";"IT";"Employee";"OU=IT,DC=mags,DC=local";"GG-IT|Terminal Server License Servers|Users";"Members of this group can update user accounts in Active Directory with information about license issuance, for the purpose of tracking and reporting TS Per User CAL usage|Users are prevented from making accidental or intentional system-wide changes and can run most applications";""
"MIG0094";"Grace";"Jones";"Grace Jones";"OnlyMAGS";"onlymags.local";"employee0094@onlymags.local";"Mags";"mags.local";"grace.jones";"grace.jones@mags.local";"IT";"Employee";"OU=IT,DC=mags,DC=local";"GG-IT|Terminal Server License Servers|Users";"Members of this group can update user accounts in Active Directory with information about license issuance, for the purpose of tracking and reporting TS Per User CAL usage|Users are prevented from making accidental or intentional system-wide changes and can run most applications";""
"MIG0095";"Claire";"Mitchell";"Claire Mitchell";"OnlyMAGS";"onlymags.local";"employee0095@onlymags.local";"Mags";"mags.local";"claire.mitchell";"claire.mitchell@mags.local";"Salg";"Employee · Salg";"OU=Salg,DC=mags,DC=local";"GG-Salg|Terminal Server License Servers|Users";"Members of this group can update user accounts in Active Directory with information about license issuance, for the purpose of tracking and reporting TS Per User CAL usage|Users are prevented from making accidental or intentional system-wide changes and can run most applications";""
"MIG0096";"William";"Evans";"William Evans";"OnlyMAGS";"onlymags.local";"employee0096@onlymags.local";"Mags";"mags.local";"william.evans";"william.evans@mags.local";"IT";"Employee";"OU=IT,DC=mags,DC=local";"GG-IT|Terminal Server License Servers";"Members of this group can update user accounts in Active Directory with information about license issuance, for the purpose of tracking and reporting TS Per User CAL usage";""
"MIG0097";"Benjamin";"Wood";"Benjamin Wood";"OnlyMAGS";"onlymags.local";"employee0097@onlymags.local";"Mags";"mags.local";"benjamin.wood";"benjamin.wood@mags.local";"IT";"Employee";"OU=IT,DC=mags,DC=local";"GG-IT|Terminal Server License Servers";"Members of this group can update user accounts in Active Directory with information about license issuance, for the purpose of tracking and reporting TS Per User CAL usage";""
"MIG0098";"Charlotte";"Parker";"Charlotte Parker";"OnlyMAGS";"onlymags.local";"employee0098@onlymags.local";"Mags";"mags.local";"charlotte.parker";"charlotte.parker@mags.local";"IT";"Employee";"OU=IT,DC=mags,DC=local";"GG-IT|Users";"Users are prevented from making accidental or intentional system-wide changes and can run most applications";""
"MIG0099";"Isabella";"Harris";"Isabella Harris";"OnlyMAGS";"onlymags.local";"employee0099@onlymags.local";"Mags";"mags.local";"isabella.harris";"isabella.harris@mags.local";"IT";"Employee";"OU=IT,DC=mags,DC=local";"GG-IT|Users|Terminal Server License Servers";"Users are prevented from making accidental or intentional system-wide changes and can run most applications|Members of this group can update user accounts in Active Directory with information about license issuance, for the purpose of tracking and reporting TS Per User CAL usage";""
"MIG0100";"James";"Roberts";"James Roberts";"OnlyMAGS";"onlymags.local";"employee0100@onlymags.local";"Mags";"mags.local";"james.roberts";"james.roberts@mags.local";"IT";"Employee";"OU=IT,DC=mags,DC=local";"GG-IT|Terminal Server License Servers";"Members of this group can update user accounts in Active Directory with information about license issuance, for the purpose of tracking and reporting TS Per User CAL usage";""
"MIG0101";"Grace";"Ward";"Grace Ward";"OnlyMAGS";"onlymags.local";"employee0101@onlymags.local";"Mags";"mags.local";"grace.ward";"grace.ward@mags.local";"Salg";"Employee · Salg";"OU=Salg,DC=mags,DC=local";"GG-Salg";"";""
"MIG0102";"Isabella";"Thompson";"Isabella Thompson";"OnlyMAGS";"onlymags.local";"employee0102@onlymags.local";"Mags";"mags.local";"isabella.thompson";"isabella.thompson@mags.local";"Salg";"Employee · Salg";"OU=Salg,DC=mags,DC=local";"GG-Salg";"";""
"MIG0103";"Lucy";"King";"Lucy King";"OnlyMAGS";"onlymags.local";"employee0103@onlymags.local";"Mags";"mags.local";"lucy.king";"lucy.king@mags.local";"IT";"Employee";"OU=IT,DC=mags,DC=local";"GG-IT|Terminal Server License Servers|Users";"Members of this group can update user accounts in Active Directory with information about license issuance, for the purpose of tracking and reporting TS Per User CAL usage|Users are prevented from making accidental or intentional system-wide changes and can run most applications";""
"MIG0104";"Daniel";"Ward";"Daniel Ward";"OnlyMAGS";"onlymags.local";"employee0104@onlymags.local";"Mags";"mags.local";"daniel.ward";"daniel.ward@mags.local";"Salg";"Employee · Salg";"OU=Salg,DC=mags,DC=local";"GG-Salg|Terminal Server License Servers|Users";"Members of this group can update user accounts in Active Directory with information about license issuance, for the purpose of tracking and reporting TS Per User CAL usage|Users are prevented from making accidental or intentional system-wide changes and can run most applications";""
"MIG0105";"Hannah";"Scott";"Hannah Scott";"OnlyMAGS";"onlymags.local";"employee0105@onlymags.local";"Mags";"mags.local";"hannah.scott";"hannah.scott@mags.local";"IT";"Employee";"OU=IT,DC=mags,DC=local";"GG-IT|Users|Terminal Server License Servers";"Users are prevented from making accidental or intentional system-wide changes and can run most applications|Members of this group can update user accounts in Active Directory with information about license issuance, for the purpose of tracking and reporting TS Per User CAL usage";""
"MIG0106";"James";"Williams";"James Williams";"OnlyMAGS";"onlymags.local";"employee0106@onlymags.local";"Mags";"mags.local";"james.williams";"james.williams@mags.local";"Salg";"Employee · Salg";"OU=Salg,DC=mags,DC=local";"GG-Salg";"";""
"MIG0107";"Sarah";"Thompson";"Sarah Thompson";"OnlyMAGS";"onlymags.local";"employee0107@onlymags.local";"Mags";"mags.local";"sarah.thompson";"sarah.thompson@mags.local";"IT";"Employee";"OU=IT,DC=mags,DC=local";"GG-IT|Terminal Server License Servers";"Members of this group can update user accounts in Active Directory with information about license issuance, for the purpose of tracking and reporting TS Per User CAL usage";""
"MIG0108";"Lucy";"Brown";"Lucy Brown";"OnlyMAGS";"onlymags.local";"employee0108@onlymags.local";"Mags";"mags.local";"lucy.brown";"lucy.brown@mags.local";"IT";"Employee";"OU=IT,DC=mags,DC=local";"GG-IT|Terminal Server License Servers";"Members of this group can update user accounts in Active Directory with information about license issuance, for the purpose of tracking and reporting TS Per User CAL usage";""
"MIG0109";"Jack";"Hill";"Jack Hill";"OnlyMAGS";"onlymags.local";"employee0109@onlymags.local";"Mags";"mags.local";"jack.hill";"jack.hill@mags.local";"IT";"Employee";"OU=IT,DC=mags,DC=local";"GG-IT|Users|Terminal Server License Servers";"Users are prevented from making accidental or intentional system-wide changes and can run most applications|Members of this group can update user accounts in Active Directory with information about license issuance, for the purpose of tracking and reporting TS Per User CAL usage";""
"MIG0110";"Emily";"Turner";"Emily Turner";"OnlyMAGS";"onlymags.local";"employee0110@onlymags.local";"Mags";"mags.local";"emily.turner";"emily.turner@mags.local";"Salg";"Employee · Salg";"OU=Salg,DC=mags,DC=local";"GG-Salg|Users|Terminal Server License Servers";"Users are prevented from making accidental or intentional system-wide changes and can run most applications|Members of this group can update user accounts in Active Directory with information about license issuance, for the purpose of tracking and reporting TS Per User CAL usage";""
"MIG0111";"Isabella";"Walker";"Isabella Walker";"OnlyMAGS";"onlymags.local";"employee0111@onlymags.local";"Mags";"mags.local";"isabella.walker";"isabella.walker@mags.local";"IT";"Employee";"OU=IT,DC=mags,DC=local";"GG-IT";"";""
"MIG0112";"Andrew";"Wright";"Andrew Wright";"OnlyMAGS";"onlymags.local";"employee0112@onlymags.local";"Mags";"mags.local";"andrew.wright";"andrew.wright@mags.local";"IT";"Employee";"OU=IT,DC=mags,DC=local";"GG-IT|Users|Terminal Server License Servers";"Users are prevented from making accidental or intentional system-wide changes and can run most applications|Members of this group can update user accounts in Active Directory with information about license issuance, for the purpose of tracking and reporting TS Per User CAL usage";""
"MIG0113";"Sophia";"Clark";"Sophia Clark";"OnlyMAGS";"onlymags.local";"employee0113@onlymags.local";"Mags";"mags.local";"sophia.clark";"sophia.clark@mags.local";"IT";"Employee";"OU=IT,DC=mags,DC=local";"GG-IT|Users";"Users are prevented from making accidental or intentional system-wide changes and can run most applications";""
"MIG0114";"Lily";"Campbell";"Lily Campbell";"OnlyMAGS";"onlymags.local";"employee0114@onlymags.local";"Mags";"mags.local";"lily.campbell";"lily.campbell@mags.local";"IT";"Employee";"OU=IT,DC=mags,DC=local";"GG-IT|Terminal Server License Servers";"Members of this group can update user accounts in Active Directory with information about license issuance, for the purpose of tracking and reporting TS Per User CAL usage";""
"MIG0115";"Jack";"Brown";"Jack Brown";"OnlyMAGS";"onlymags.local";"employee0115@onlymags.local";"Mags";"mags.local";"jack.brown";"jack.brown@mags.local";"IT";"Employee";"OU=IT,DC=mags,DC=local";"GG-IT|Users";"Users are prevented from making accidental or intentional system-wide changes and can run most applications";""
"MIG0116";"Thomas";"Robinson";"Thomas Robinson";"OnlyMAGS";"onlymags.local";"employee0116@onlymags.local";"Mags";"mags.local";"thomas.robinson";"thomas.robinson@mags.local";"IT";"Employee";"OU=IT,DC=mags,DC=local";"GG-IT|Terminal Server License Servers|Users";"Members of this group can update user accounts in Active Directory with information about license issuance, for the purpose of tracking and reporting TS Per User CAL usage|Users are prevented from making accidental or intentional system-wide changes and can run most applications";""
"MIG0117";"Jack";"Parker";"Jack Parker";"OnlyMAGS";"onlymags.local";"employee0117@onlymags.local";"Mags";"mags.local";"jack.parker";"jack.parker@mags.local";"Salg";"Employee · Salg";"OU=Salg,DC=mags,DC=local";"GG-Salg";"";""
"MIG0118";"Alfred";"Taylor";"Alfred Taylor";"OnlyMAGS";"onlymags.local";"employee0118@onlymags.local";"Mags";"mags.local";"alfred.taylor";"alfred.taylor@mags.local";"IT";"Employee";"OU=IT,DC=mags,DC=local";"GG-IT|Users|Terminal Server License Servers";"Users are prevented from making accidental or intentional system-wide changes and can run most applications|Members of this group can update user accounts in Active Directory with information about license issuance, for the purpose of tracking and reporting TS Per User CAL usage";""
"MIG0119";"Emily";"Cooper";"Emily Cooper";"OnlyMAGS";"onlymags.local";"employee0119@onlymags.local";"Mags";"mags.local";"emily.cooper";"emily.cooper@mags.local";"Salg";"Employee · Salg";"OU=Salg,DC=mags,DC=local";"GG-Salg";"";""
"MIG0120";"Claire";"Walker";"Claire Walker";"OnlyMAGS";"onlymags.local";"employee0120@onlymags.local";"Mags";"mags.local";"claire.walker";"claire.walker@mags.local";"Salg";"Employee · Salg";"OU=Salg,DC=mags,DC=local";"GG-Salg|Users|Terminal Server License Servers";"Users are prevented from making accidental or intentional system-wide changes and can run most applications|Members of this group can update user accounts in Active Directory with information about license issuance, for the purpose of tracking and reporting TS Per User CAL usage";""
"MIG0121";"Lily";"Wood";"Lily Wood";"OnlyMAGS";"onlymags.local";"employee0121@onlymags.local";"Mags";"mags.local";"lily.wood";"lily.wood@mags.local";"IT";"Employee";"OU=IT,DC=mags,DC=local";"GG-IT";"";""
"MIG0122";"Matthew";"Evans";"Matthew Evans";"OnlyMAGS";"onlymags.local";"employee0122@onlymags.local";"Mags";"mags.local";"matthew.evans";"matthew.evans@mags.local";"IT";"Employee";"OU=IT,DC=mags,DC=local";"GG-IT";"";""
"MIG0123";"Jack";"Jackson";"Jack Jackson";"OnlyMAGS";"onlymags.local";"employee0123@onlymags.local";"Mags";"mags.local";"jack.jackson";"jack.jackson@mags.local";"Salg";"Employee · Salg";"OU=Salg,DC=mags,DC=local";"GG-Salg|Terminal Server License Servers";"Members of this group can update user accounts in Active Directory with information about license issuance, for the purpose of tracking and reporting TS Per User CAL usage";""
"MIG0124";"William";"Davies";"William Davies";"OnlyMAGS";"onlymags.local";"employee0124@onlymags.local";"Mags";"mags.local";"william.davies";"william.davies@mags.local";"IT";"Employee";"OU=IT,DC=mags,DC=local";"GG-IT|Terminal Server License Servers";"Members of this group can update user accounts in Active Directory with information about license issuance, for the purpose of tracking and reporting TS Per User CAL usage";""
"MIG0125";"Lucas";"Davies";"Lucas Davies";"OnlyMAGS";"onlymags.local";"employee0125@onlymags.local";"Mags";"mags.local";"lucas.davies";"lucas.davies@mags.local";"Salg";"Employee · Salg";"OU=Salg,DC=mags,DC=local";"GG-Salg|Users|Terminal Server License Servers";"Users are prevented from making accidental or intentional system-wide changes and can run most applications|Members of this group can update user accounts in Active Directory with information about license issuance, for the purpose of tracking and reporting TS Per User CAL usage";""
"MIG0126";"Claire";"Harris";"Claire Harris";"OnlyMAGS";"onlymags.local";"employee0126@onlymags.local";"Mags";"mags.local";"claire.harris";"claire.harris@mags.local";"IT";"Employee";"OU=IT,DC=mags,DC=local";"GG-IT";"";""
"MIG0127";"Chloe";"Scott";"Chloe Scott";"OnlyMAGS";"onlymags.local";"employee0127@onlymags.local";"Mags";"mags.local";"chloe.scott";"chloe.scott@mags.local";"IT";"Employee";"OU=IT,DC=mags,DC=local";"GG-IT|Users|Terminal Server License Servers";"Users are prevented from making accidental or intentional system-wide changes and can run most applications|Members of this group can update user accounts in Active Directory with information about license issuance, for the purpose of tracking and reporting TS Per User CAL usage";""
"MIG0128";"Matthew";"Mitchell";"Matthew Mitchell";"OnlyMAGS";"onlymags.local";"employee0128@onlymags.local";"Mags";"mags.local";"matthew.mitchell";"matthew.mitchell@mags.local";"Salg";"Employee · Salg";"OU=Salg,DC=mags,DC=local";"GG-Salg";"";""
"MIG0129";"Joseph";"Brown";"Joseph Brown";"OnlyMAGS";"onlymags.local";"employee0129@onlymags.local";"Mags";"mags.local";"joseph.brown";"joseph.brown@mags.local";"IT";"Employee";"OU=IT,DC=mags,DC=local";"GG-IT";"";""
"MIG0130";"Noah";"Cooper";"Noah Cooper";"OnlyMAGS";"onlymags.local";"employee0130@onlymags.local";"Mags";"mags.local";"noah.cooper";"noah.cooper@mags.local";"Salg";"Employee · Salg";"OU=Salg,DC=mags,DC=local";"GG-Salg";"";""
"MIG0131";"Samuel";"Edwards";"Samuel Edwards";"OnlyMAGS";"onlymags.local";"employee0131@onlymags.local";"Mags";"mags.local";"samuel.edwards";"samuel.edwards@mags.local";"Salg";"Employee · Salg";"OU=Salg,DC=mags,DC=local";"GG-Salg";"";""
"MIG0132";"Thomas";"Jones";"Thomas Jones";"OnlyMAGS";"onlymags.local";"employee0132@onlymags.local";"Mags";"mags.local";"thomas.jones";"thomas.jones@mags.local";"Salg";"Employee · Salg";"OU=Salg,DC=mags,DC=local";"GG-Salg|Terminal Server License Servers|Users";"Members of this group can update user accounts in Active Directory with information about license issuance, for the purpose of tracking and reporting TS Per User CAL usage|Users are prevented from making accidental or intentional system-wide changes and can run most applications";""
"MIG0133";"Ella";"Cooper";"Ella Cooper";"OnlyMAGS";"onlymags.local";"employee0133@onlymags.local";"Mags";"mags.local";"ella.cooper";"ella.cooper@mags.local";"IT";"Employee";"OU=IT,DC=mags,DC=local";"GG-IT|Terminal Server License Servers";"Members of this group can update user accounts in Active Directory with information about license issuance, for the purpose of tracking and reporting TS Per User CAL usage";""
"MIG0134";"Jessica";"Harris";"Jessica Harris";"OnlyMAGS";"onlymags.local";"employee0134@onlymags.local";"Mags";"mags.local";"jessica.harris";"jessica.harris@mags.local";"Salg";"Employee · Salg";"OU=Salg,DC=mags,DC=local";"GG-Salg|Users|Terminal Server License Servers";"Users are prevented from making accidental or intentional system-wide changes and can run most applications|Members of this group can update user accounts in Active Directory with information about license issuance, for the purpose of tracking and reporting TS Per User CAL usage";""
"MIG0135";"James";"Johnson";"James Johnson";"OnlyMAGS";"onlymags.local";"employee0135@onlymags.local";"Mags";"mags.local";"james.johnson";"james.johnson@mags.local";"Salg";"Employee · Salg";"OU=Salg,DC=mags,DC=local";"GG-Salg|Users|Terminal Server License Servers";"Users are prevented from making accidental or intentional system-wide changes and can run most applications|Members of this group can update user accounts in Active Directory with information about license issuance, for the purpose of tracking and reporting TS Per User CAL usage";""
"MIG0136";"Thomas";"Morris";"Thomas Morris";"OnlyMAGS";"onlymags.local";"employee0136@onlymags.local";"Mags";"mags.local";"thomas.morris";"thomas.morris@mags.local";"IT";"Employee";"OU=IT,DC=mags,DC=local";"GG-IT";"";""
"MIG0137";"Michael";"Green";"Michael Green";"OnlyMAGS";"onlymags.local";"employee0137@onlymags.local";"Mags";"mags.local";"michael.green";"michael.green@mags.local";"Salg";"Employee · Salg";"OU=Salg,DC=mags,DC=local";"GG-Salg";"";""
"MIG0138";"Lucy";"Jones";"Lucy Jones";"OnlyMAGS";"onlymags.local";"employee0138@onlymags.local";"Mags";"mags.local";"lucy.jones";"lucy.jones@mags.local";"Salg";"Employee · Salg";"OU=Salg,DC=mags,DC=local";"GG-Salg|Users|Terminal Server License Servers";"Users are prevented from making accidental or intentional system-wide changes and can run most applications|Members of this group can update user accounts in Active Directory with information about license issuance, for the purpose of tracking and reporting TS Per User CAL usage";""
"MIG0139";"Ethan";"Hall";"Ethan Hall";"OnlyMAGS";"onlymags.local";"employee0139@onlymags.local";"Mags";"mags.local";"ethan.hall";"ethan.hall@mags.local";"IT";"Employee";"OU=IT,DC=mags,DC=local";"GG-IT";"";""
"MIG0140";"Sarah";"Wilson";"Sarah Wilson";"OnlyMAGS";"onlymags.local";"employee0140@onlymags.local";"Mags";"mags.local";"sarah.wilson";"sarah.wilson@mags.local";"IT";"Employee";"OU=IT,DC=mags,DC=local";"GG-IT|Terminal Server License Servers|Users";"Members of this group can update user accounts in Active Directory with information about license issuance, for the purpose of tracking and reporting TS Per User CAL usage|Users are prevented from making accidental or intentional system-wide changes and can run most applications";""
"MIG0141";"Emily";"Wright";"Emily Wright";"OnlyMAGS";"onlymags.local";"employee0141@onlymags.local";"Mags";"mags.local";"emily.wright";"emily.wright@mags.local";"IT";"Employee";"OU=IT,DC=mags,DC=local";"GG-IT|Terminal Server License Servers";"Members of this group can update user accounts in Active Directory with information about license issuance, for the purpose of tracking and reporting TS Per User CAL usage";""
"MIG0142";"Jack";"Turner";"Jack Turner";"OnlyMAGS";"onlymags.local";"employee0142@onlymags.local";"Mags";"mags.local";"jack.turner";"jack.turner@mags.local";"IT";"Employee";"OU=IT,DC=mags,DC=local";"GG-IT";"";""
"MIG0143";"George";"Smith";"George Smith";"OnlyMAGS";"onlymags.local";"employee0143@onlymags.local";"Mags";"mags.local";"george.smith";"george.smith@mags.local";"IT";"Employee";"OU=IT,DC=mags,DC=local";"GG-IT|Terminal Server License Servers|Users";"Members of this group can update user accounts in Active Directory with information about license issuance, for the purpose of tracking and reporting TS Per User CAL usage|Users are prevented from making accidental or intentional system-wide changes and can run most applications";""
"MIG0144";"Emily";"Martin";"Emily Martin";"OnlyMAGS";"onlymags.local";"employee0144@onlymags.local";"Mags";"mags.local";"emily.martin";"emily.martin@mags.local";"Salg";"Employee · Salg";"OU=Salg,DC=mags,DC=local";"GG-Salg|Users";"Users are prevented from making accidental or intentional system-wide changes and can run most applications";""
"MIG0145";"Victoria";"Parker";"Victoria Parker";"OnlyMAGS";"onlymags.local";"employee0145@onlymags.local";"Mags";"mags.local";"victoria.parker";"victoria.parker@mags.local";"IT";"Employee";"OU=IT,DC=mags,DC=local";"GG-IT";"";""
"MIG0146";"Samuel";"Cooper";"Samuel Cooper";"OnlyMAGS";"onlymags.local";"employee0146@onlymags.local";"Mags";"mags.local";"samuel.cooper";"samuel.cooper@mags.local";"IT";"Employee";"OU=IT,DC=mags,DC=local";"GG-IT|Terminal Server License Servers|Users";"Members of this group can update user accounts in Active Directory with information about license issuance, for the purpose of tracking and reporting TS Per User CAL usage|Users are prevented from making accidental or intentional system-wide changes and can run most applications";""
"MIG0147";"Chloe";"Parker";"Chloe Parker";"OnlyMAGS";"onlymags.local";"employee0147@onlymags.local";"Mags";"mags.local";"chloe.parker";"chloe.parker@mags.local";"IT";"Employee";"OU=IT,DC=mags,DC=local";"GG-IT";"";""
"MIG0148";"Ruby";"Roberts";"Ruby Roberts";"OnlyMAGS";"onlymags.local";"employee0148@onlymags.local";"Mags";"mags.local";"ruby.roberts";"ruby.roberts@mags.local";"IT";"Employee";"OU=IT,DC=mags,DC=local";"GG-IT|Users";"Users are prevented from making accidental or intentional system-wide changes and can run most applications";""
"MIG0149";"Ethan";"Clarke";"Ethan Clarke";"OnlyMAGS";"onlymags.local";"employee0149@onlymags.local";"Mags";"mags.local";"ethan.clarke";"ethan.clarke@mags.local";"IT";"Employee";"OU=IT,DC=mags,DC=local";"GG-IT|Terminal Server License Servers|Users";"Members of this group can update user accounts in Active Directory with information about license issuance, for the purpose of tracking and reporting TS Per User CAL usage|Users are prevented from making accidental or intentional system-wide changes and can run most applications";""
"MIG0150";"Olivia";"Green";"Olivia Green";"OnlyMAGS";"onlymags.local";"employee0150@onlymags.local";"Mags";"mags.local";"olivia.green";"olivia.green@mags.local";"IT";"Employee";"OU=IT,DC=mags,DC=local";"GG-IT";"";""
"MIG0151";"Ruby";"Taylor";"Ruby Taylor";"OnlyMAGS";"onlymags.local";"employee0151@onlymags.local";"Mags";"mags.local";"ruby.taylor";"ruby.taylor@mags.local";"Salg";"Employee · Salg";"OU=Salg,DC=mags,DC=local";"GG-Salg|Terminal Server License Servers|Users";"Members of this group can update user accounts in Active Directory with information about license issuance, for the purpose of tracking and reporting TS Per User CAL usage|Users are prevented from making accidental or intentional system-wide changes and can run most applications";""
"MIG0152";"Alfred";"Allen";"Alfred Allen";"OnlyMAGS";"onlymags.local";"employee0152@onlymags.local";"Mags";"mags.local";"alfred.allen";"alfred.allen@mags.local";"Salg";"Employee · Salg";"OU=Salg,DC=mags,DC=local";"GG-Salg|Users|Terminal Server License Servers";"Users are prevented from making accidental or intentional system-wide changes and can run most applications|Members of this group can update user accounts in Active Directory with information about license issuance, for the purpose of tracking and reporting TS Per User CAL usage";""
"MIG0153";"Claire";"Hill";"Claire Hill";"OnlyMAGS";"onlymags.local";"employee0153@onlymags.local";"Mags";"mags.local";"claire.hill";"claire.hill@mags.local";"Salg";"Employee · Salg";"OU=Salg,DC=mags,DC=local";"GG-Salg|Users";"Users are prevented from making accidental or intentional system-wide changes and can run most applications";""
"MIG0154";"Jack";"Clark";"Jack Clark";"OnlyMAGS";"onlymags.local";"employee0154@onlymags.local";"Mags";"mags.local";"jack.clark";"jack.clark@mags.local";"IT";"Employee";"OU=IT,DC=mags,DC=local";"GG-IT|Users";"Users are prevented from making accidental or intentional system-wide changes and can run most applications";""
"MIG0155";"Henry";"Wilson";"Henry Wilson";"OnlyMAGS";"onlymags.local";"employee0155@onlymags.local";"Mags";"mags.local";"henry.wilson";"henry.wilson@mags.local";"Salg";"Employee · Salg";"OU=Salg,DC=mags,DC=local";"GG-Salg|Terminal Server License Servers";"Members of this group can update user accounts in Active Directory with information about license issuance, for the purpose of tracking and reporting TS Per User CAL usage";""
"MIG0156";"Joseph";"Ward";"Joseph Ward";"OnlyMAGS";"onlymags.local";"employee0156@onlymags.local";"Mags";"mags.local";"joseph.ward";"joseph.ward@mags.local";"IT";"Employee";"OU=IT,DC=mags,DC=local";"GG-IT|Users|Terminal Server License Servers";"Users are prevented from making accidental or intentional system-wide changes and can run most applications|Members of this group can update user accounts in Active Directory with information about license issuance, for the purpose of tracking and reporting TS Per User CAL usage";""
